"",".id","Date","Category","Question","Participant","University","Vote","Confidence","Comment"
"6488","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","David Cutler","Harvard","Strongly Disagree","10","Note that this is not a welfare statement.  Many of the distortions are good (eg pooling benefits).  And welfare requires a counterfactual."
"6489","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Angus Deaton","Princeton","Strongly Disagree","10",""
"6490","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Darrell Duffie","Stanford","Disagree","2","This seems an indirect approach."
"6491","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Aaron Edlin","Berkeley","Strongly Disagree","9","just to name one distortion, dental insurance is often bought when few employees would pay that much with their own money."
"6492","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Barry Eichengreen","Berkeley","Disagree","4",""
"6493","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Ray Fair","Yale","Strongly Disagree","10",""
"6494","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Pinelopi Goldberg","Yale","Disagree","9","Lowers the price of health insurance encouraging excessive health care spending. Contributes to rising h.c.costs. Benefits higher incomes."
"6495","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Claudia Goldin","Harvard","Strongly Disagree","5","There are many distortions of great consequence created by the policy."
"6496","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Austan Goolsbee","Chicago","Disagree","9","Pretty clear directionally but question as to how impactful is the distortion in magnitude."
"6497","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Michael Greenstone","Chicago","Strongly Disagree","8","likely increases labor supply and causes ""too much"" health care consumption for insured.  i THINK the ""job lock"" literature didn't find much"
"6498","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Robert Hall","Stanford","Strongly Disagree","7","Financing health care through employers is crazy. It's essential to move to a system where people pay for health, with some gov help."
"6499","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Bengt Holmström","MIT","Strongly Disagree","7","All selective subsidies create distortions."
"6500","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Caroline Hoxby","Stanford","Strongly Disagree","10","Tax prefs create job lock, prevent formation of a more competitive health insurance mkt, & discourage insurance coverage among young workers"
"6501","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Kenneth Judd","Stanford","Disagree","8","One significant possible distortion is a reduction in labor mobility."
"6502","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Anil Kashyap","Chicago","Strongly Disagree","5","Lock in is inefficient and there is no good reason to use the tax code to subsidize health insurance purchases."
"6503","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Pete Klenow","Stanford","Strongly Disagree","9","1. Subsidizes health spending. 2. Increases other marginal tax  rates. 3. Reduces job mobility.-see background information here-see background information here"
"6504","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Edward Lazear","Stanford","Strongly Disagree","9","The is much evidence on this point and alternative proposals that could remove distortions and provide better health care incentives."
"6505","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Jonathan Levin","Stanford","Disagree","7",""
"6506","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Eric Maskin","Harvard","Disagree","8","The tax preference induces over-consumption of healthcare"
"6507","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","William Nordhaus","Yale","Strongly Disagree","8","Many well documented distortions, including differential treatment of people, and not available when people most need it."
"6508","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Maurice Obstfeld","Berkeley","Disagree","5",""
"6509","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Cecilia Rouse","Princeton","Disagree","7","It likely distorts both health care decisions and the composition of total compensation."
"6510","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Emmanuel Saez","Berkeley","Disagree","7","Job lock distortion but not certain that tax preference is key factor making employers provide health care"
"6511","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","José Scheinkman","Princeton","Disagree","6",""
"6512","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Richard Schmalensee","MIT","Strongly Disagree","9","This is pretty basic, as is the fact that the distortions (econ speak for costs to society) are huge."
"6513","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Hyun Song Shin","Princeton","Uncertain","5",""
"6514","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","James Stock","Harvard","Disagree","6",""
"6515","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Nancy Stokey","Chicago","Strongly Disagree","8",""
"6516","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Richard Thaler","Chicago","Disagree","6","Yes the tax causes distortions but without Obamacare or some equivalent, we need health insurance provided by employers."
"6517","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Christopher Udry","Yale","Strongly Disagree","7","It is apparent that linking insurance to employment is distortionary.  Measuring the magnitude of these distortions is a challenge."
"6518","Question A:","Monday, November 21, 2011","Healthcare","There are no consequential distortions created
by the tax preference that favors obtaining health insurance through employers.","Luigi Zingales","Chicago","Strongly Disagree","9",""
"6519","Question A:","Tuesday, November 15, 2011","Buy American","","Daron Acemoglu","MIT","Agree","6","4 years ago I would have disagreed. Recent evidence (Autor Dorn Hanson) suggests yes.Caveat: costs from higher prices & other inefficiencies-see background information here"
"6520","Question A:","Tuesday, November 15, 2011","Buy American","","Alberto Alesina","Harvard","Disagree","6",""
"6521","Question A:","Tuesday, November 15, 2011","Buy American","","Joseph Altonji","Yale","Uncertain","6","The policies will boost demand for U.S. manufacturing, at least in short run. But other countries may retaliate."
"6522","Question A:","Tuesday, November 15, 2011","Buy American","","Alan Auerbach","Berkeley","Uncertain","3",""
"6523","Question A:","Tuesday, November 15, 2011","Buy American","","David Autor","MIT","Disagree","4","Hard to believe this does much at all. But I'm speaking based on my prior. I've not seen any rigorous analysis."
"6524","Question A:","Tuesday, November 15, 2011","Buy American","","Katherine Baicker","Harvard","Disagree","5",""
"6525","Question A:","Tuesday, November 15, 2011","Buy American","","Abhijit Banerjee","MIT","---","---","---"
"6526","Question A:","Tuesday, November 15, 2011","Buy American","","Marianne Bertrand","Chicago","Uncertain","5",""
"6527","Question A:","Tuesday, November 15, 2011","Buy American","","Markus Brunnermeier","Princeton","---","---","---"
"6528","Question A:","Tuesday, November 15, 2011","Buy American","","Raj Chetty","Harvard","Disagree","4",""
"6529","Question A:","Tuesday, November 15, 2011","Buy American","","Judith Chevalier","Yale","Uncertain","5","This is an empirical statement, tough to evaluate thoroughly."
"6530","Question A:","Tuesday, November 15, 2011","Buy American","","Janet Currie","Princeton","Disagree","6","If the ""buy American"" clause raises the price of public works, then fewer of them will be undertaken, which will undercut the mandate."
"6531","Question A:","Tuesday, November 15, 2011","Buy American","","David Cutler","Harvard","Agree","4",""
"6532","Question A:","Tuesday, November 15, 2011","Buy American","","Angus Deaton","Princeton","Disagree","4","Seems wildly unlikely that the magnitude would be significant, even without retaliatory or GE effects,"
"6533","Question A:","Tuesday, November 15, 2011","Buy American","","Darrell Duffie","Stanford","Agree","2","Seems to hard disagree with the statement as posed. But that does not  at all mean that this is a good idea!"
"6534","Question A:","Tuesday, November 15, 2011","Buy American","","Aaron Edlin","Berkeley","Did Not Answer","",""
"6535","Question A:","Tuesday, November 15, 2011","Buy American","","Barry Eichengreen","Berkeley","Disagree","5",""
"6536","Question A:","Tuesday, November 15, 2011","Buy American","","Liran Einav","Stanford","---","---","---"
"6537","Question A:","Tuesday, November 15, 2011","Buy American","","Ray Fair","Yale","No Opinion","","Question is too vague."
"6538","Question A:","Tuesday, November 15, 2011","Buy American","","Amy Finkelstein","MIT","---","---","---"
"6539","Question A:","Tuesday, November 15, 2011","Buy American","","Pinelopi Goldberg","Yale","Disagree","7","Highly unlikely. Strict enforcement would lead to retaliation and trade wars, hurting US employment. Lax enforcement would have small effect"
"6540","Question A:","Tuesday, November 15, 2011","Buy American","","Claudia Goldin","Harvard","Uncertain","4","The impact is quite uncertain, depends on elasticities (degree of substitutability, price differences, impact on input prices, etc.)."
"6541","Question A:","Tuesday, November 15, 2011","Buy American","","Austan Goolsbee","Chicago","Did Not Answer","",""
"6542","Question A:","Tuesday, November 15, 2011","Buy American","","Michael Greenstone","Chicago","Disagree","6","These campaigns may be able to tilt employment so that there is more manufacuting employment, but I suspect that the impact is not great."
"6543","Question A:","Tuesday, November 15, 2011","Buy American","","Robert Hall","Stanford","Did Not Answer","",""
"6544","Question A:","Tuesday, November 15, 2011","Buy American","","Oliver Hart","Harvard","---","---","---"
"6545","Question A:","Tuesday, November 15, 2011","Buy American","","Bengt Holmström","MIT","Did Not Answer","",""
"6546","Question A:","Tuesday, November 15, 2011","Buy American","","Caroline Hoxby","Stanford","Strongly Disagree","10","While it is possible to write a model in which the intended effect would occur, govt purchases are too small a share to make a model work."
"6547","Question A:","Tuesday, November 15, 2011","Buy American","","Hilary Hoynes","Berkeley","---","---","---"
"6548","Question A:","Tuesday, November 15, 2011","Buy American","","Kenneth Judd","Stanford","Strongly Disagree","7","It raises costs which increases taxation. No net gain to anyone in the long run."
"6549","Question A:","Tuesday, November 15, 2011","Buy American","","Steven Kaplan","Chicago","---","---","---"
"6550","Question A:","Tuesday, November 15, 2011","Buy American","","Anil Kashyap","Chicago","Disagree","1",""
"6551","Question A:","Tuesday, November 15, 2011","Buy American","","Pete Klenow","Stanford","Strongly Disagree","7","Less than 0.1% according to one plausible calculation -- even ignoring possible retaliation (not to mention being a WTO violation).-see background information here"
"6552","Question A:","Tuesday, November 15, 2011","Buy American","","Edward Lazear","Stanford","Did Not Answer","",""
"6553","Question A:","Tuesday, November 15, 2011","Buy American","","Jonathan Levin","Stanford","Agree","4","Not aware of much evidence on this, but government purchases are substantial, so expect at least some effects."
"6554","Question A:","Tuesday, November 15, 2011","Buy American","","Eric Maskin","Harvard","Disagree","7","Such mandates are well-intentioned but quite inefficient"
"6555","Question A:","Tuesday, November 15, 2011","Buy American","","William Nordhaus","Yale","Uncertain","1","Too confusing."
"6556","Question A:","Tuesday, November 15, 2011","Buy American","","Maurice Obstfeld","Berkeley","Disagree","8","I don't think such mandates ever have much impact. In theory they lead the dollar to appreciate, crowding out any positive effect."
"6557","Question A:","Tuesday, November 15, 2011","Buy American","","Cecilia Rouse","Princeton","Uncertain","4","Given vagueness in the definition of whether a product is ""American"" I suspect this provision may be more symbolic than not."
"6558","Question A:","Tuesday, November 15, 2011","Buy American","","Emmanuel Saez","Berkeley","Uncertain","4",""
"6559","Question A:","Tuesday, November 15, 2011","Buy American","","Larry Samuelson","Yale","---","---","---"
"6560","Question A:","Tuesday, November 15, 2011","Buy American","","José Scheinkman","Princeton","Did Not Answer","",""
"6561","Question A:","Tuesday, November 15, 2011","Buy American","","Richard Schmalensee","MIT","Disagree","4","There will surely be some positive effect, but I would be surprised if it were non-trivial."
"6562","Question A:","Tuesday, November 15, 2011","Buy American","","Carl Shapiro","Berkeley","---","---","---"
"6563","Question A:","Tuesday, November 15, 2011","Buy American","","Robert Shimer","Chicago","---","---","---"
"6564","Question A:","Tuesday, November 15, 2011","Buy American","","Hyun Song Shin","Princeton","Uncertain","7",""
"6565","Question A:","Tuesday, November 15, 2011","Buy American","","James Stock","Harvard","Disagree","5","The exception in which ""buy American"" makes a difference is in military production for which the government is the main market."
"6566","Question A:","Tuesday, November 15, 2011","Buy American","","Nancy Stokey","Chicago","Disagree","3",""
"6567","Question A:","Tuesday, November 15, 2011","Buy American","","Richard Thaler","Chicago","No Opinion","",""
"6568","Question A:","Tuesday, November 15, 2011","Buy American","","Christopher Udry","Yale","Disagree","5","Likely increases employment in specific firms, but at relatively high cost.  Effect on aggregate employment unclear to me."
"6569","Question A:","Tuesday, November 15, 2011","Buy American","","Luigi Zingales","Chicago","Strongly Disagree","5",""
"6570","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Daron Acemoglu","MIT","Strongly Agree","5","There is no reasonable Pigovian justification for mortgage deductions, which are not only distortionary but also generally regressive."
"6571","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Joseph Altonji","Yale","Agree","7","The interest deduction distorts consumption decisions in favor of housing and narrows the income tax base, requiring higher tax rates."
"6572","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Alan Auerbach","Berkeley","Strongly Agree","9",""
"6573","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","David Autor","MIT","Strongly Agree","9",""
"6574","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Katherine Baicker","Harvard","Agree","6",""
"6575","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Abhijit Banerjee","MIT","---","---","---"
"6576","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Marianne Bertrand","Chicago","Agree","5",""
"6577","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Markus Brunnermeier","Princeton","---","---","---"
"6578","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Raj Chetty","Harvard","Strongly Agree","9",""
"6579","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Judith Chevalier","Yale","Strongly Agree","8",""
"6580","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Janet Currie","Princeton","Agree","7","A caveat is that moving from the current system to one without interest deductions could be disruptive."
"6581","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","David Cutler","Harvard","Uncertain","3","Primary impact is likely to be on house prices."
"6582","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Angus Deaton","Princeton","Agree","4","Hard to do the distributional effects in my head, let alone do the full second best calculation."
"6583","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Darrell Duffie","Stanford","Strongly Agree","7",""
"6584","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Aaron Edlin","Berkeley","Disagree","8","Trick question. i object. financing could be less efficient-- it would bias to pay cash instead of borrowing. housing choice would be better"
"6585","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Barry Eichengreen","Berkeley","Agree","6",""
"6586","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Liran Einav","Stanford","---","---","---"
"6587","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Ray Fair","Yale","Strongly Agree","10",""
"6588","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Amy Finkelstein","MIT","---","---","---"
"6589","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Pinelopi Goldberg","Yale","Agree","4",""
"6590","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Claudia Goldin","Harvard","Agree","3","The mortgage interest rate deduction is only for housing and distorts household decisions relative to other goods and services."
"6591","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Austan Goolsbee","Chicago","Agree","9","there is some question in the data about how large these effects are, in practice, but the economic idea is straightforward"
"6592","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Michael Greenstone","Chicago","Strongly Agree","8",""
"6593","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Robert Hall","Stanford","Disagree","8","The interest deduction offsets the wedge of high property taxes. We really need a comprehensive consumption tax, not little changes."
"6594","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Oliver Hart","Harvard","---","---","---"
"6595","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Bengt Holmström","MIT","Agree","5","In theory, of course, but unclear how to measure it in practice. Note: tax subsidies for debt may serve other social purposes."
"6596","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Caroline Hoxby","Stanford","Did Not Answer","",""
"6597","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Hilary Hoynes","Berkeley","---","---","---"
"6598","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Kenneth Judd","Stanford","Did Not Answer","",""
"6599","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Steven Kaplan","Chicago","---","---","---"
"6600","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Anil Kashyap","Chicago","Strongly Agree","7","There is no good reason for using the tax system to subsidize home purchases.  Lower rates and a broader tax base are the way to go."
"6601","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Pete Klenow","Stanford","Agree","5","-see background information here-see background information here"
"6602","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Edward Lazear","Stanford","Agree","7","More important than financing choice is likely the excess of housing investment relative to other investment that would be reduced."
"6603","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Jonathan Levin","Stanford","Agree","3",""
"6604","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Eric Maskin","Harvard","Agree","6","Good idea for the long run. But housing market too weak to eliminate mortgage interest deductions now"
"6605","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","William Nordhaus","Yale","Strongly Agree","8","This is well studied. Perhaps some reservations for externalities of home ownership, but that has proven elusive."
"6606","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Maurice Obstfeld","Berkeley","Agree","7",""
"6607","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Cecilia Rouse","Princeton","Agree","6","Better to level the playing field in terms of investments."
"6608","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Emmanuel Saez","Berkeley","Agree","1","Ideal solution is to tax imputed rent. As this is difficult in practice, it's better to not allow interest deductions"
"6609","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Larry Samuelson","Yale","---","---","---"
"6610","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","José Scheinkman","Princeton","Agree","8",""
"6611","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Richard Schmalensee","MIT","Strongly Agree","8",""
"6612","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Carl Shapiro","Berkeley","---","---","---"
"6613","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Robert Shimer","Chicago","---","---","---"
"6614","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Hyun Song Shin","Princeton","Agree","7",""
"6615","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","James Stock","Harvard","Agree","4",""
"6616","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Nancy Stokey","Chicago","Uncertain","5","Unclear what is meant by the ""efficiency"" of financing decisions by individuals."
